sentiment,text
Positive,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Negative,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
Positive,Huckster is on fire! I'm starting to think he's really interested in running for president...for the first time. #GOPDebates #tcot #TLOT
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,RT @CatholicDems: A weakness in Kasich's armor - making support for poor conditional. Needs a little help from #PopeFrancis #GOPDebates
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb…
Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
Positive,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,@seanpmccoy #Blaw-blaw-blaw #gopidiots R full of #hot-air! These #Radicale #TEABAGGERS on the #GOPDebates R full of #shit. Redneck  #loosers
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,This reboot of Golden Girls sucks #GOPdebates
Neutral,"RT @craiggasscomedy: Something about invoking the name Ronald Reagan that makes conservatives start hushing up and going, ""Ooohhhhh...."" #S…"
Neutral,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Positive,Ted Cruz appears to be the oddan put so far. More Ted please #FoxNews #GOPDebates
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Negative,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
Positive,"Social issues. Well, this is just gonna be too much fun. #GOPDebates http://t.co/S9ODN2Zr5g"
Negative,RT @ncsr18: Muppet show. #GOPdebates
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Positive,#Trump is killing me in the #GOPDebates. Loved his #AtlanticCity zinger to #ChrisChristie. And how condescending he was to the moderator.
Negative,"Wait, they haven't hit social issues yet? #GOPDebates - the gift that keeps on giving."
Negative,RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…
Neutral,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined …
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Neutral,"Something about invoking the name Ronald Reagan that makes conservatives start hushing up and going, ""Ooohhhhh...."" #SafeWord #GOPDebates"
Positive,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates"
Positive,"@kvlxi19xx Yes he does and never claimed that he would do that.
#DUH #DonaldTrump  #GOPDebates"
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates-sorry acting like democrat"
Positive,Social issues next. Dis will be goooood #GOPDebates
Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,Great answer @GovMikeHuckabee #GOPDebates
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,This would be much better if they'd had a bracketed battle bot competition. Only the 4 finalist bot builders get to debate. #GOPdebates
Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,@MikeHuckabeeGOP is great at this stuff. #GOPDebates
Negative,"Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bgzYsySfSU"
Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
Positive,You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,@GovMikeHuckabee yes I agree #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,Ronald Reagan is their go to guy forever #GOPDebates
Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,"Watch, listen, learn, be aware! #GOPDebates"
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Positive,RT @b140_tweet: Does this remind  you of #Trump's lips #GOPDebates http://t.co/Ph9L6DrInF
Positive,"CDM @RWSurferGirl  3m3 minutes ago
Thanks Fox News, you're raising @realDonaldTrump 's ratings. 󾓬󾓦 #GOPDebate  #GOPDebates"
Neutral,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
Negative,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,"@D_Copperfield Watching the #GOPdebates, eh?"
Negative,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates"
Positive,Good show. Bring on #JonVoyage. Prediction: Trump goes independent.  #GOPDebate #GopDebates @FoxNews see ya once y'all narrow it to 1. Gah!
Negative,Rand Paul's hair will be sold as calamari after the debate. #GOPDebates
Positive,Trump: This country owns $19 Trillion Dollars and they need someone like me to fix it #QUDebates #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,RT @RememberZion: Rubio wants to repeal #DoddFrank #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates"
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,@WubsNet mike Huckabee wants to slap a hoe (with taxes) #GOPDebates
Neutral,"RT @DougBenson: ""I'll stop illegal immigration by closing all the bridges."" -C crispie #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,Walker answering on Iran. First straighten out our Brewers. #GOPdebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,"Aww, Scotty Walker tied a yellow ribbon around a tree.  Give him a cookie, and a beer.
#GOPDebates #WhoCares"
Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Negative,Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
Neutral,"RT @tmservo433: Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #G…"
Negative,"#GOPDebates @FoxNews. Frightening to think the media is giving so much attention to a man who uses the word ""stupid"" SO much!#DonaldTrump"
Neutral,RT @llaughlin: So Trump is rich? #GOPDebates
Negative,RT @Mariacka: Have they only asked #TedCruz two questions? #GOPDebates
Negative,"Maybe, 'Greedy Old Perverts?' #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,Rubio wants to repeal #DoddFrank #GOPDebates
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Negative,"If the moderators followed up every lip service rant with ""ok, how?"" this debate would reveal everything you need to know. #GOPDebates"
Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Positive,BWAHAHA!! Love this #tweet! #GOPDebate #GOPDebates  https://t.co/NZiNvXFDCD
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,Have they only asked #TedCruz two questions? #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
Positive,"I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates"
Negative,The GOP not supporting the Iran deal is scary...and they are spreading misinformation; just lets us know they want a war. #GOPDebates
Neutral,LOL they're clapping for Carly. I think she won this debate too. #GOPDebates
Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,RT @ericstonestreet: Trump has Cam hands. #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,They better turn up the lights because there's an awful lot of shade being thrown on this stage. #GOPDebates #Republicandebate
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,"Sure, Marco Rubio, let's give ALL businesses more tax breaks.  Put more stress on the backs of the middle class and the poor.  #GOPDebates"
Positive,@marcorubio seems to hav his stuff together. Wish he was getting more time. #GOPdebates
Negative,There's a LOT of make-up on that stage... #GOPDebates
Negative,"No substance in this debate, just Trump entertaining #GOPDebates"
Neutral,RT @Serena_Diva: You wanna tax pimps?! #BNRDebates #GopDebate #GopDebates #debate http://t.co/K5rvFB2vbZ
Negative,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,At what point am I suppose to stop laughing and start crying? #GOPDebates #DebateWIthBernie
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,Rick Perry just won this debate. #lowstandards #GOPdebates
Neutral,sky news on youtube! #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,Ben Carson asked to comment on Lenny Kravitz wardrobe malfunction #GOPDebates
Negative,This is the lamest 10 man cage match in WWE history! #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,#BNRDebates #GOPDebates Is Mike Huckabee about to tax prostitution???
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,@ScottWalker Read your tweets. Let Americans choose whether they want #Obamacare We all need medical insurance. #GOPDebates
Negative,Donald Trump is starting to remind me of this guy. #GOPDebate #GOPDebates http://t.co/qoFPMIhaye
Negative,RT @MayflowerBetty: Damn freeloading pimps! #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,"Pimps, prostitutes, and strippers need to pay taxes. #GOPDebate #GOPDebates #"
Negative,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates
Negative,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
Neutral,I can't stop looking at Marco Rubio's ears. #GOPDebates
Negative,"RT @nonsequiteuse: If you don't want alcohol poisoning from the #GOPDebates, play #YouHateIDonate instead. Pick a cause &amp; when the GOP hate…"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,@realDonaldTrump - keep giving him the mike 💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨💨and he may blow himself right off the stage... #GOPDebates 👀
Neutral,RT @goodmanhere2: He was almost to Bitches &amp; hoes. #GOPDebates
Positive,Chris wallace looking at the camera after Trumps turn lol #GOPDebates #FoxDebate
Negative,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,"#GOPDebates why do they say 'America' it not the country it's the continent, US is the country"
Negative,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,I think Rubio is putting us all in a trance with his calm voice and his weird actually answering questions. #GOPDebates
Neutral,@marcorubio's ears are freakishly huge. #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,@realDonaldTrump @FoxNews His new name is the #TeflonDon.  Nothing Fox throws at him will stick! #GOPDebates @megynkelly @BretBaier
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,If you want the Democrats to win the 2016 Presidential election you should give all the money you can to Donald Trump. #GOPdebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Negative,RT @SupermanHotMale: And with his brother ran the economy of the United States into the ground #Jebby #GopDebates http://t.co/VI9yjYrst8
Negative,"""I'm a straight up dickhead who screws over all people!"" @realDonaldTrump #GOPDebates"
Neutral,*Roots for small businesses* *Campaign is almost completely funded through large corporations* #GOPDebates
Positive,Rubio is killing it tonight. #GOPDebates
Negative,@realDonaldTrump The U.S. Can't afford to file bankruptcy. #GOPDebates #StandWithRand
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Neutral,RT @KatMurti: Someone should send them this link: http://t.co/bGOf3gKp5L #Cato2016 #GOPdebates https://t.co/zrKV1tsjNV
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Negative,"Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #GOPdebates"
Positive,THAT was the Trump I was expecting.  #Delivered    #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,"RT @tinapayson: #TedCruz Looks like a character from #StarTrek. “I will always tell the truth�?….
#GOPDebates"
Negative,I'm not going to watch the #GOPDebates . I'd rather read tweets from @pattonoswalt &amp; @ChrisFranjola More entertaining &amp; informative.
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,"Done watching the #GOPDebates because I know I'll hear all the good parts on @bobbybonesshow tomorrow
@mrBobbyBones #dontletmedown"
Positive,"I gotta hand it to him, @marcorubio looks very well hydrated tonight. #GOPDebates"
Negative,RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates
Negative,RT @MaryFolley: Huckabee tax plan gonna make it hard out here for the pimps. And the hos. And the drug dealers. #GOPDebates
Positive,Marco Rubio is the only one on stage who sounds like he knows what he's talking about. #GOPDebates
Neutral,What's with Rubio's ears? #GOPDebates
Neutral,I should have taken a speed reading course to keep up with my timeline tonight. #GOPDebates
Positive,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Neutral,WE CAN FILE FOR BANKRUPTCY ON 19 TRILLION DOLLARS. How cool is that. #GOPDebate #GOPDebates
Positive,"Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates"
Positive,I love that even the Fox News hosts can't believe the applause Trump gets with each answer #GOPDebates
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli…"
Positive,Wow #Trump you've taking advantage of the laws in the country you want to run? So you're an honest man? #GOPDebates #Republicandebate
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Positive,“This country owes 19 trillion dollars and we need someone like me to fix this mess�? – Donald Trump #GOPDebates
Positive,"RT @steakNstiffarms: I'm imagining Trump giving a State of the Union, and yeah ok maybe I'd vote for him #GOPDebates"
Positive,#GOPDebates GO TRUMP!!! Love his honestly!!!!
Neutral,"Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates"
Positive,Tell 'em Trump #GOPDebates @cspanwj
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Neutral,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
Positive,"""What am I sayiiiiing??"" -Trump

...when he's got a point, he's got a point. #GOPDebates"
Positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
Positive,YOU GO HUCK. #GOPDebates #tcot
Negative,"So ""illegals"" are on the same level as ""the pimps"". #GOPdebates"
Positive,Glad social security is debated at #gopdebates. Future is now. #gapol
Positive,Not Usually In To Politics...But This Is Good Entertainment #GOPDebates
Positive,It's @ChrisChristie vs. @MikeHuckabeeGOP on Social Security. Nice exchange on both sides. #GOPdebates #LZDebates
Positive,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates"
Negative,@FoxNews address #PlannedParenthood and the butcher of babies for profit! #GOPDebate #GOPDebates
Positive,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
Positive,"Washington by [at]jonford80 #gopdebates #demselfie. I saw all I needed to see, #randpaul was right about Isis &amp; for… http://t.co/Tkwyr327oY"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,Huckabee has a look on his face like he'd rather be discussing giving constitutional rights to fetuses.  #gopdebates
Neutral,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Positive,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
Negative,After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates
Positive,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates"
Positive,Mike Huckabee. You've not received the nomination too many times. @GOP #GOPDebate #GOPDebate2016 #GOPDebates #PresidentialDebate
Positive,"RT @mercedesschlapp: In terms of substance, @JebBush dominates #GOPdebates"
Negative,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Neutral,No he's lying-demagogues do. #Huckster #GOPDebates  https://t.co/z3WecnOXHQ
Neutral,Watching THE WIRE reruns instead of the #GOPdebates. Twitter is probably the more entertaining way to follow it anyway. #nocable #noproblem
Positive,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…"
Negative,"RT @InfamousPCG77: Here's what they think about you, Ben Carson!!!! THEY DON'T LOVE YOU!!!! #GOPDebates http://t.co/1yQzZzEDNN"
Positive,There should be more #GOPDebates ! This is so entertaining!
